household_id,city_id,household_type_en,total_households,total_households_with_car,household_hascar_perc_of_total,cardata_year
1913,383,Couples without cohabiting children,27506,21843,79.41,2017
2353,472,Couples without cohabiting children,1677,1520,90.64,2017
2373,476,Couples without cohabiting children,1353,1220,90.17,2017
2418,485,Couples without cohabiting children,4194,3671,87.53,2017
2578,517,Couples without cohabiting children,619,589,95.15,2017
3208,60,Couples without cohabiting children,1057,990,93.66,2018
3598,138,Couples without cohabiting children,6052,5360,88.57,2018
3753,169,Couples without cohabiting children,1220,1128,92.46,2018
3783,175,Couples without cohabiting children,1653,1537,92.98,2018
4243,267,Couples without cohabiting children,1760,1642,93.3,2018
4313,281,Couples without cohabiting children,251,234,93.23,2018
4343,287,Couples without cohabiting children,1640,1464,89.27,2018
4793,377,Couples without cohabiting children,5815,5213,89.65,2018
4823,383,Couples without cohabiting children,27617,21775,78.85,2018
4963,411,Couples without cohabiting children,951,881,92.64,2018
5688,557,Couples without cohabiting children,1500,1389,92.6,2018
5713,562,Couples without cohabiting children,3264,3043,93.23,2018
5723,564,Couples without cohabiting children,1388,1279,92.15,2018
5783,576,Couples without cohabiting children,2457,2239,91.13,2018
6013,39,Couples without cohabiting children,1478,1364,92.29,2019
6138,64,Couples without cohabiting children,2915,2595,89.02,2019
6628,162,Couples without cohabiting children,1819,1663,91.42,2019
7018,240,Couples without cohabiting children,473,450,95.14,2019
7203,277,Couples without cohabiting children,455,436,95.82,2019
7233,283,Couples without cohabiting children,1102,1024,92.92,2019
7838,404,Couples without cohabiting children,878,809,92.14,2019
7948,427,Couples without cohabiting children,1054,985,93.45,2019
7983,434,Couples without cohabiting children,1170,1082,92.48,2019
7993,436,Couples without cohabiting children,1220,1149,94.18,2019
8323,502,Couples without cohabiting children,533,510,95.68,2019
8643,566,Couples without cohabiting children,2569,2352,91.55,2019
8773,9,Couples without cohabiting children,1994,1846,92.58,2020
8893,33,Couples without cohabiting children,2323,2187,94.15,2020
8908,36,Couples without cohabiting children,1177,1100,93.46,2020
8963,47,Couples without cohabiting children,2488,2285,91.84,2020
9203,95,Couples without cohabiting children,8577,7292,85.02,2020
9343,123,Couples without cohabiting children,1558,1457,93.52,2020
9398,134,Couples without cohabiting children,1447,1292,89.29,2020
9938,242,Couples without cohabiting children,1038,981,94.51,2020
10003,255,Couples without cohabiting children,482,466,96.68,2020
10038,262,Couples without cohabiting children,734,680,92.64,2020
10098,274,Couples without cohabiting children,260,242,93.08,2020
10108,276,Couples without cohabiting children,891,824,92.48,2020
10273,309,Couples without cohabiting children,1777,1621,91.22,2020
10283,311,Couples without cohabiting children,291,271,93.13,2020
10528,360,Couples without cohabiting children,2811,2491,88.62,2020
10788,412,Couples without cohabiting children,1287,1175,91.3,2020
11063,468,Couples without cohabiting children,1972,1842,93.41,2020
11148,485,Couples without cohabiting children,4245,3726,87.77,2020
11283,512,Couples without cohabiting children,1084,1008,92.99,2020
11293,514,Couples without cohabiting children,738,673,91.19,2020
11633,582,Couples without cohabiting children,407,377,92.63,2020
11798,32,Couples without cohabiting children,2812,2573,91.5,2021
11868,46,Couples without cohabiting children,1982,1837,92.68,2021
11898,52,Couples without cohabiting children,1549,1420,91.67,2021
12048,82,Couples without cohabiting children,4859,2830,58.24,2021
12388,150,Couples without cohabiting children,618,559,90.45,2021
12488,170,Couples without cohabiting children,1505,1394,92.62,2021
12723,217,Couples without cohabiting children,682,631,92.52,2021
12803,233,Couples without cohabiting children,325,307,94.46,2021
13418,356,Couples without cohabiting children,361,336,93.07,2021
13468,366,Couples without cohabiting children,947,888,93.77,2021
13648,402,Couples without cohabiting children,1469,1342,91.35,2021
13988,471,Couples without cohabiting children,2039,1860,91.22,2021
14228,519,Couples without cohabiting children,3513,3207,91.29,2021
14248,523,Couples without cohabiting children,1356,1227,90.49,2021
14448,563,Couples without cohabiting children,1068,981,91.85,2021
14558,2,Couples without cohabiting children,47855,36060,75.35,2022
14648,20,Couples without cohabiting children,1713,1584,92.47,2022
14903,71,Couples without cohabiting children,11495,5928,51.57,2022
15098,110,Couples without cohabiting children,1516,1327,87.53,2022
15113,113,Couples without cohabiting children,671,606,90.31,2022
15838,258,Couples without cohabiting children,892,812,91.03,2022
16443,379,Couples without cohabiting children,2785,2459,88.29,2022
16713,434,Couples without cohabiting children,1234,1141,92.46,2022
16983,488,Couples without cohabiting children,1528,1332,87.17,2022
17218,535,Couples without cohabiting children,4091,3741,91.44,2022
17273,546,Couples without cohabiting children,4430,3980,89.84,2022
17833,75,Couples without cohabiting children,1769,1258,71.11,2023
19223,353,Couples without cohabiting children,1371,1279,93.29,2023
19363,381,Couples without cohabiting children,4881,4527,92.75,2023
19388,386,Couples without cohabiting children,3200,2839,88.72,2023
19393,387,Couples without cohabiting children,2330,2155,92.49,2023
19538,416,Couples without cohabiting children,2714,2507,92.37,2023
19758,460,Couples without cohabiting children,1152,1011,87.76,2023
19868,482,Couples without cohabiting children,1888,1729,91.58,2023
20158,540,Couples without cohabiting children,4877,4455,91.35,2023
48,10,Couples without cohabiting children,1876,1596,85.07,2017
393,79,Couples without cohabiting children,7757,4451,57.38,2017
1463,293,Couples without cohabiting children,162,149,91.98,2017
1603,321,Couples without cohabiting children,273,247,90.48,2017
1793,359,Couples without cohabiting children,1313,1199,91.32,2017
1873,375,Couples without cohabiting children,5508,5045,91.59,2017
2008,402,Couples without cohabiting children,1415,1286,90.88,2017
2123,426,Couples without cohabiting children,1985,1826,91.99,2017
2128,427,Couples without cohabiting children,1038,965,92.97,2017
2193,440,Couples without cohabiting children,4556,4146,91.0,2017
2393,480,Couples without cohabiting children,3509,3132,89.26,2017
2708,543,Couples without cohabiting children,1970,1831,92.94,2017
2883,578,Couples without cohabiting children,1175,1097,93.36,2017
3258,70,Couples without cohabiting children,7031,4522,64.32,2018
3353,89,Couples without cohabiting children,3052,2724,89.25,2018
4248,268,Couples without cohabiting children,1076,935,86.9,2018
4353,289,Couples without cohabiting children,331,305,92.15,2018
4888,396,Couples without cohabiting children,862,795,92.23,2018
4933,405,Couples without cohabiting children,1492,1400,93.83,2018
5133,446,Couples without cohabiting children,3964,3596,90.72,2018
5138,447,Couples without cohabiting children,1810,1661,91.77,2018
5188,457,Couples without cohabiting children,1715,1594,92.94,2018
5348,489,Couples without cohabiting children,1258,1149,91.34,2018
5703,560,Couples without cohabiting children,2097,1836,87.55,2018
5838,4,Couples without cohabiting children,363,327,90.08,2019
5938,24,Couples without cohabiting children,1314,1210,92.09,2019
6063,49,Couples without cohabiting children,2623,2472,94.24,2019
6093,55,Couples without cohabiting children,2815,2617,92.97,2019
6573,151,Couples without cohabiting children,2353,2151,91.42,2019
6773,191,Couples without cohabiting children,4470,4114,92.04,2019
7133,263,Couples without cohabiting children,11298,9804,86.78,2019
7208,278,Couples without cohabiting children,4542,3835,84.43,2019
7288,294,Couples without cohabiting children,1342,1215,90.54,2019
7473,331,Couples without cohabiting children,695,658,94.68,2019
8033,444,Couples without cohabiting children,684,646,94.44,2019
8343,506,Couples without cohabiting children,699,643,91.99,2019
8423,522,Couples without cohabiting children,1251,1150,91.93,2019
8578,553,Couples without cohabiting children,1227,1117,91.04,2019
8843,23,Couples without cohabiting children,3850,3399,88.29,2020
8973,49,Couples without cohabiting children,2669,2516,94.27,2020
9063,67,Couples without cohabiting children,1889,1752,92.75,2020
9098,74,Couples without cohabiting children,2919,1994,68.31,2020
9653,185,Couples without cohabiting children,2133,1998,93.67,2020
9793,213,Couples without cohabiting children,612,569,92.97,2020
10568,368,Couples without cohabiting children,4065,3765,92.62,2020
10963,448,Couples without cohabiting children,4405,3859,87.6,2020
11178,491,Couples without cohabiting children,2923,2745,93.91,2020
11563,568,Couples without cohabiting children,735,676,91.97,2020
11728,18,Couples without cohabiting children,2535,2338,92.23,2021
11878,48,Couples without cohabiting children,3365,3066,91.11,2021
12343,141,Couples without cohabiting children,1192,1115,93.54,2021
12393,151,Couples without cohabiting children,2376,2171,91.37,2021
12568,186,Couples without cohabiting children,3390,3113,91.83,2021
12743,221,Couples without cohabiting children,365,351,96.16,2021
12868,246,Couples without cohabiting children,575,526,91.48,2021
13348,342,Couples without cohabiting children,1191,1096,92.02,2021
13378,348,Couples without cohabiting children,765,691,90.33,2021
14158,505,Couples without cohabiting children,1425,1346,94.46,2021
14753,41,Couples without cohabiting children,5058,4605,91.04,2022
14998,90,Couples without cohabiting children,1089,973,89.35,2022
15008,92,Couples without cohabiting children,805,717,89.07,2022
15323,155,Couples without cohabiting children,369,339,91.87,2022
15578,206,Couples without cohabiting children,1373,1255,91.41,2022
15588,208,Couples without cohabiting children,361,334,92.52,2022
15668,224,Couples without cohabiting children,354,337,95.2,2022
16533,397,Couples without cohabiting children,3813,3522,92.37,2022
16668,425,Couples without cohabiting children,3509,3181,90.65,2022
16728,437,Couples without cohabiting children,1687,1563,92.65,2022
16813,454,Couples without cohabiting children,1141,1065,93.34,2022
17033,498,Couples without cohabiting children,1368,1254,91.67,2022
17418,575,Couples without cohabiting children,5504,5073,92.17,2022
18033,115,Couples without cohabiting children,1111,1009,90.82,2023
18418,192,Couples without cohabiting children,2143,1963,91.6,2023
18573,223,Couples without cohabiting children,1162,989,85.11,2023
18613,231,Couples without cohabiting children,2527,2275,90.03,2023
18633,235,Couples without cohabiting children,426,392,92.02,2023
18653,239,Couples without cohabiting children,2018,1782,88.31,2023
18663,241,Couples without cohabiting children,1050,998,95.05,2023
19068,322,Couples without cohabiting children,262,241,91.98,2023
19318,372,Couples without cohabiting children,1908,1758,92.14,2023
19543,417,Couples without cohabiting children,3952,3531,89.35,2023
19693,447,Couples without cohabiting children,1974,1826,92.5,2023
19898,488,Couples without cohabiting children,1538,1333,86.67,2023
20048,518,Couples without cohabiting children,3004,2753,91.64,2023
20178,544,Couples without cohabiting children,5678,4895,86.21,2023
708,142,Couples without cohabiting children,1701,1505,88.48,2017
733,147,Couples without cohabiting children,1700,1470,86.47,2017
1003,201,Couples without cohabiting children,604,564,93.38,2017
1318,264,Couples without cohabiting children,11173,9611,86.02,2017
1848,370,Couples without cohabiting children,1942,1790,92.17,2017
2333,468,Couples without cohabiting children,1934,1814,93.8,2017
2773,556,Couples without cohabiting children,129,120,93.02,2017
2848,571,Couples without cohabiting children,2690,2468,91.75,2017
3548,128,Couples without cohabiting children,2114,1916,90.63,2018
3948,208,Couples without cohabiting children,330,307,93.03,2018
4578,334,Couples without cohabiting children,533,483,90.62,2018
4623,343,Couples without cohabiting children,998,924,92.59,2018
4803,379,Couples without cohabiting children,2657,2349,88.41,2018
5128,445,Couples without cohabiting children,1161,1075,92.59,2018
5268,473,Couples without cohabiting children,1382,1296,93.78,2018
5283,476,Couples without cohabiting children,1364,1244,91.2,2018
5813,582,Couples without cohabiting children,415,382,92.05,2018
6083,53,Couples without cohabiting children,2028,1874,92.41,2019
6213,79,Couples without cohabiting children,7835,4358,55.62,2019
6263,89,Couples without cohabiting children,3076,2749,89.37,2019
6473,131,Couples without cohabiting children,462,416,90.04,2019
6653,167,Couples without cohabiting children,6774,5973,88.18,2019
6788,194,Couples without cohabiting children,2520,2359,93.61,2019
7138,264,Couples without cohabiting children,11298,9804,86.78,2019
7583,353,Couples without cohabiting children,1353,1266,93.57,2019
7933,424,Couples without cohabiting children,1608,1446,89.93,2019
8178,473,Couples without cohabiting children,1390,1310,94.24,2019
8913,37,Couples without cohabiting children,1983,1817,91.63,2020
9163,87,Couples without cohabiting children,3895,2350,60.33,2020
9248,104,Couples without cohabiting children,1038,943,90.85,2020
9553,165,Couples without cohabiting children,2506,2312,92.26,2020
9568,168,Couples without cohabiting children,1067,988,92.6,2020
9748,204,Couples without cohabiting children,493,463,93.91,2020
10503,355,Couples without cohabiting children,486,461,94.86,2020
10878,431,Couples without cohabiting children,2565,2380,92.79,2020
11188,493,Couples without cohabiting children,755,715,94.7,2020
11208,497,Couples without cohabiting children,4065,3714,91.37,2020
11373,530,Couples without cohabiting children,1721,1477,85.82,2020
11388,533,Couples without cohabiting children,2275,2076,91.25,2020
11613,578,Couples without cohabiting children,1228,1141,92.92,2020
11913,55,Couples without cohabiting children,2868,2654,92.54,2021
12023,77,Couples without cohabiting children,1248,791,63.38,2021
12378,148,Couples without cohabiting children,613,520,84.83,2021
12758,224,Couples without cohabiting children,345,333,96.52,2021
13663,405,Couples without cohabiting children,1595,1495,93.73,2021
13828,439,Couples without cohabiting children,3288,2964,90.15,2021
13968,467,Couples without cohabiting children,2381,2178,91.47,2021
14128,499,Couples without cohabiting children,1545,1439,93.14,2021
15173,125,Couples without cohabiting children,637,583,91.52,2022
15313,153,Couples without cohabiting children,544,490,90.07,2022
15808,252,Couples without cohabiting children,679,652,96.02,2022
15988,288,Couples without cohabiting children,1633,1462,89.53,2022
16363,363,Couples without cohabiting children,651,588,90.32,2022
16653,422,Couples without cohabiting children,819,777,94.87,2022
16663,424,Couples without cohabiting children,1621,1490,91.92,2022
16683,428,Couples without cohabiting children,4234,3822,90.27,2022
17208,533,Couples without cohabiting children,2287,2086,91.21,2022
17768,62,Couples without cohabiting children,3466,3225,93.05,2023
18083,125,Couples without cohabiting children,637,576,90.42,2023
18558,220,Couples without cohabiting children,546,497,91.03,2023
19508,410,Couples without cohabiting children,2659,2439,91.73,2023
19658,440,Couples without cohabiting children,4486,4046,90.19,2023
20278,564,Couples without cohabiting children,1458,1323,90.74,2023
20318,572,Couples without cohabiting children,2868,2630,91.7,2023
658,132,Couples without cohabiting children,945,889,94.07,2017
998,200,Couples without cohabiting children,1450,1340,92.41,2017
1078,216,Couples without cohabiting children,648,590,91.05,2017
1568,314,Couples without cohabiting children,554,507,91.52,2017
2383,478,Couples without cohabiting children,3280,3043,92.77,2017
3053,29,Couples without cohabiting children,2398,2190,91.33,2018
3343,87,Couples without cohabiting children,3849,2419,62.85,2018
3678,154,Couples without cohabiting children,1758,1632,92.83,2018
3708,160,Couples without cohabiting children,5370,4928,91.77,2018
3853,189,Couples without cohabiting children,3026,2823,93.29,2018
4108,240,Couples without cohabiting children,479,455,94.99,2018
4143,247,Couples without cohabiting children,679,624,91.9,2018
4703,359,Couples without cohabiting children,1312,1197,91.23,2018
4858,390,Couples without cohabiting children,816,744,91.18,2018
5078,435,Couples without cohabiting children,237,217,91.56,2018
6103,57,Couples without cohabiting children,2594,2404,92.68,2019
6398,116,Couples without cohabiting children,755,689,91.26,2019
6493,135,Couples without cohabiting children,621,586,94.36,2019
6578,152,Couples without cohabiting children,1138,1058,92.97,2019
6613,159,Couples without cohabiting children,995,922,92.66,2019
7253,287,Couples without cohabiting children,1653,1467,88.75,2019
8013,440,Couples without cohabiting children,4509,4092,90.75,2019
8028,443,Couples without cohabiting children,780,724,92.82,2019
8058,449,Couples without cohabiting children,2709,2469,91.14,2019
9028,60,Couples without cohabiting children,1075,1011,94.05,2020
9883,231,Couples without cohabiting children,2612,2370,90.74,2020
9973,249,Couples without cohabiting children,1460,1326,90.82,2020
10493,353,Couples without cohabiting children,1351,1256,92.97,2020
10558,366,Couples without cohabiting children,953,890,93.39,2020
10753,405,Couples without cohabiting children,1592,1502,94.35,2020
10948,445,Couples without cohabiting children,1193,1095,91.79,2020
10968,449,Couples without cohabiting children,2778,2525,90.89,2020
11168,489,Couples without cohabiting children,1251,1138,90.97,2020
11238,503,Couples without cohabiting children,659,614,93.17,2020
11453,546,Couples without cohabiting children,4371,3932,89.96,2020
11808,34,Couples without cohabiting children,4811,4219,87.69,2021
12148,102,Couples without cohabiting children,1395,1253,89.82,2021
12228,118,Couples without cohabiting children,2250,1993,88.58,2021
12278,128,Couples without cohabiting children,2091,1885,90.15,2021
12618,196,Couples without cohabiting children,585,548,93.68,2021
12648,202,Couples without cohabiting children,2748,2435,88.61,2021
12728,218,Couples without cohabiting children,2489,2320,93.21,2021
12958,264,Couples without cohabiting children,11274,9775,86.7,2021
12963,265,Couples without cohabiting children,1187,1092,92.0,2021
13483,369,Couples without cohabiting children,2089,1912,91.53,2021
13628,398,Couples without cohabiting children,2987,2774,92.87,2021
13723,418,Couples without cohabiting children,1533,1402,91.45,2021
13958,465,Couples without cohabiting children,401,359,89.53,2021
14188,511,Couples without cohabiting children,576,541,93.92,2021
14333,540,Couples without cohabiting children,4849,4412,90.99,2021
14348,543,Couples without cohabiting children,2077,1925,92.68,2021
14503,574,Couples without cohabiting children,427,382,89.46,2021
14758,42,Couples without cohabiting children,2880,2471,85.8,2022
14963,83,Couples without cohabiting children,1388,499,35.95,2022
15058,102,Couples without cohabiting children,1394,1264,90.67,2022
15288,148,Couples without cohabiting children,619,536,86.59,2022
15298,150,Couples without cohabiting children,627,566,90.27,2022
15613,213,Couples without cohabiting children,635,588,92.6,2022
15898,270,Couples without cohabiting children,790,735,93.04,2022
16573,405,Couples without cohabiting children,1633,1535,94.0,2022
16868,465,Couples without cohabiting children,415,369,88.92,2022
17068,505,Couples without cohabiting children,1446,1366,94.47,2022
17318,555,Couples without cohabiting children,4158,3743,90.02,2022
17668,42,Couples without cohabiting children,2886,2434,84.34,2023
17898,88,Couples without cohabiting children,1923,1500,78.0,2023
17983,105,Couples without cohabiting children,716,656,91.62,2023
17988,106,Couples without cohabiting children,3005,2608,86.79,2023
18153,139,Couples without cohabiting children,515,478,92.82,2023
18688,246,Couples without cohabiting children,558,513,91.94,2023
19243,357,Couples without cohabiting children,1087,1001,92.09,2023
19578,424,Couples without cohabiting children,1576,1451,92.07,2023
19808,470,Couples without cohabiting children,2349,2175,92.59,2023
19973,503,Couples without cohabiting children,675,629,93.19,2023
458,92,Couples without cohabiting children,760,685,90.13,2017
528,106,Couples without cohabiting children,3198,2750,85.99,2017
688,138,Couples without cohabiting children,6082,5338,87.77,2017
753,151,Couples without cohabiting children,2303,2081,90.36,2017
1333,267,Couples without cohabiting children,1735,1626,93.72,2017
1473,295,Couples without cohabiting children,391,359,91.82,2017
2148,431,Couples without cohabiting children,2582,2399,92.91,2017
2348,471,Couples without cohabiting children,1891,1712,90.53,2017
2628,527,Couples without cohabiting children,15562,13463,86.51,2017
4658,350,Couples without cohabiting children,510,465,91.18,2018
4718,362,Couples without cohabiting children,657,614,93.46,2018
5163,452,Couples without cohabiting children,1152,1048,90.97,2018
5533,526,Couples without cohabiting children,2595,2297,88.52,2018
5608,541,Couples without cohabiting children,1514,1368,90.36,2018
5733,566,Couples without cohabiting children,2535,2331,91.95,2018
5843,5,Couples without cohabiting children,3021,2810,93.02,2019
6243,85,Couples without cohabiting children,3610,2963,82.08,2019
6623,161,Couples without cohabiting children,3918,3580,91.37,2019
6648,166,Couples without cohabiting children,2519,2294,91.07,2019
7293,295,Couples without cohabiting children,411,379,92.21,2019
7868,410,Couples without cohabiting children,2575,2363,91.77,2019
7898,417,Couples without cohabiting children,3756,3357,89.38,2019
7913,420,Couples without cohabiting children,3320,2945,88.7,2019
8003,438,Couples without cohabiting children,929,865,93.11,2019
8338,505,Couples without cohabiting children,1424,1344,94.38,2019
8373,512,Couples without cohabiting children,1059,988,93.3,2019
8443,526,Couples without cohabiting children,2683,2372,88.41,2019
9193,93,Couples without cohabiting children,710,652,91.83,2020
9613,177,Couples without cohabiting children,3967,3632,91.56,2020
9658,186,Couples without cohabiting children,3337,3056,91.58,2020
10033,261,Couples without cohabiting children,626,594,94.89,2020
10233,301,Couples without cohabiting children,183,162,88.52,2020
10253,305,Couples without cohabiting children,564,533,94.5,2020
10488,352,Couples without cohabiting children,910,852,93.63,2020
11468,549,Couples without cohabiting children,1848,1699,91.94,2020
11658,4,Couples without cohabiting children,392,340,86.73,2021
11683,9,Couples without cohabiting children,2040,1875,91.91,2021
12158,104,Couples without cohabiting children,995,906,91.06,2021
12448,162,Couples without cohabiting children,1893,1744,92.13,2021
12518,176,Couples without cohabiting children,10,10,100.0,2021
12583,189,Couples without cohabiting children,3163,2957,93.49,2021
12638,200,Couples without cohabiting children,1439,1314,91.31,2021
12848,242,Couples without cohabiting children,1036,978,94.4,2021
12878,248,Couples without cohabiting children,15346,12011,78.27,2021
12968,266,Couples without cohabiting children,5237,4526,86.42,2021
13103,293,Couples without cohabiting children,163,152,93.25,2021
13318,336,Couples without cohabiting children,1502,1333,88.75,2021
13893,452,Couples without cohabiting children,1160,1061,91.47,2021
13908,455,Couples without cohabiting children,1473,1374,93.28,2021
14358,545,Couples without cohabiting children,1224,1113,90.93,2021
14373,548,Couples without cohabiting children,9437,8331,88.28,2021
14728,36,Couples without cohabiting children,1171,1104,94.28,2022
14843,59,Couples without cohabiting children,5615,4811,85.68,2022
15333,157,Couples without cohabiting children,2269,2042,90.0,2022
15573,205,Couples without cohabiting children,1022,970,94.91,2022
15638,218,Couples without cohabiting children,2465,2293,93.02,2022
15733,237,Couples without cohabiting children,3316,2930,88.36,2022
15953,281,Couples without cohabiting children,299,281,93.98,2022
15998,290,Couples without cohabiting children,944,860,91.1,2022
16073,305,Couples without cohabiting children,592,544,91.89,2022
16093,309,Couples without cohabiting children,1877,1712,91.21,2022
16248,340,Couples without cohabiting children,789,746,94.55,2022
16303,351,Couples without cohabiting children,1929,1771,91.81,2022
16933,478,Couples without cohabiting children,3471,3207,92.39,2022
17383,568,Couples without cohabiting children,780,714,91.54,2022
17513,11,Couples without cohabiting children,3148,2842,90.28,2023
17703,49,Couples without cohabiting children,2739,2565,93.65,2023
17953,99,Couples without cohabiting children,382,341,89.27,2023
17973,103,Couples without cohabiting children,15620,12923,82.73,2023
18018,112,Couples without cohabiting children,1376,1206,87.65,2023
18088,126,Couples without cohabiting children,539,495,91.84,2023
18333,175,Couples without cohabiting children,1723,1616,93.79,2023
18603,229,Couples without cohabiting children,574,544,94.77,2023
18718,252,Couples without cohabiting children,684,657,96.05,2023
18928,294,Couples without cohabiting children,1325,1216,91.77,2023
19308,370,Couples without cohabiting children,2107,1936,91.88,2023
19353,379,Couples without cohabiting children,2861,2513,87.84,2023
19428,394,Couples without cohabiting children,2418,2202,91.07,2023
19438,396,Couples without cohabiting children,893,820,91.83,2023
19613,431,Couples without cohabiting children,2525,2335,92.48,2023
19833,475,Couples without cohabiting children,522,491,94.06,2023
20028,514,Couples without cohabiting children,753,703,93.36,2023
20193,547,Couples without cohabiting children,1783,1629,91.36,2023
20233,555,Couples without cohabiting children,4154,3733,89.87,2023
83,17,Couples without cohabiting children,2870,2580,89.9,2017
508,102,Couples without cohabiting children,1387,1237,89.19,2017
583,117,Couples without cohabiting children,871,719,82.55,2017
718,144,Couples without cohabiting children,580,533,91.9,2017
1053,211,Couples without cohabiting children,1541,1467,95.2,2017
1068,214,Couples without cohabiting children,300,288,96.0,2017
1143,229,Couples without cohabiting children,534,496,92.88,2017
1158,232,Couples without cohabiting children,1844,1688,91.54,2017
1303,261,Couples without cohabiting children,606,570,94.06,2017
1373,275,Couples without cohabiting children,288,260,90.28,2017
1403,281,Couples without cohabiting children,256,241,94.14,2017
1948,390,Couples without cohabiting children,818,755,92.3,2017
2093,420,Couples without cohabiting children,3254,2867,88.11,2017
2103,422,Couples without cohabiting children,778,731,93.96,2017
2283,458,Couples without cohabiting children,1093,1017,93.05,2017
2298,461,Couples without cohabiting children,2021,1803,89.21,2017
2783,558,Couples without cohabiting children,3204,2727,85.11,2017
2998,18,Couples without cohabiting children,2424,2219,91.54,2018
3098,38,Couples without cohabiting children,9213,7740,84.01,2018
3103,39,Couples without cohabiting children,1412,1304,92.35,2018
3313,81,Couples without cohabiting children,3353,1464,43.66,2018
3643,147,Couples without cohabiting children,1683,1470,87.34,2018
4113,241,Couples without cohabiting children,931,882,94.74,2018
4553,329,Couples without cohabiting children,2664,2394,89.86,2018
4863,391,Couples without cohabiting children,2127,1899,89.28,2018
5018,423,Couples without cohabiting children,2508,2152,85.81,2018
5218,463,Couples without cohabiting children,10943,8501,77.68,2018
5578,535,Couples without cohabiting children,3992,3641,91.21,2018
5623,544,Couples without cohabiting children,5597,4798,85.72,2018
5903,17,Couples without cohabiting children,2848,2558,89.82,2019
6258,88,Couples without cohabiting children,1985,1589,80.05,2019
6298,96,Couples without cohabiting children,1195,1073,89.79,2019
6693,175,Couples without cohabiting children,1686,1565,92.82,2019
7103,257,Couples without cohabiting children,2763,2529,91.53,2019
7248,286,Couples without cohabiting children,456,432,94.74,2019
7478,332,Couples without cohabiting children,1017,946,93.02,2019
7823,401,Couples without cohabiting children,3262,3012,92.34,2019
8053,448,Couples without cohabiting children,4398,3852,87.59,2019
9473,149,Couples without cohabiting children,786,729,92.75,2020
9573,169,Couples without cohabiting children,1286,1184,92.07,2020
9728,200,Couples without cohabiting children,1471,1347,91.57,2020
10103,275,Couples without cohabiting children,292,270,92.47,2020
10138,282,Couples without cohabiting children,823,758,92.1,2020
10583,371,Couples without cohabiting children,6663,6044,90.71,2020
11143,484,Couples without cohabiting children,1395,1283,91.97,2020
11323,520,Couples without cohabiting children,552,505,91.49,2020
11328,521,Couples without cohabiting children,1992,1831,91.92,2020
11743,21,Couples without cohabiting children,6025,5590,92.78,2021
12078,88,Couples without cohabiting children,1975,1591,80.56,2021
12103,93,Couples without cohabiting children,707,647,91.51,2021
13408,354,Couples without cohabiting children,10732,9255,86.24,2021
13508,374,Couples without cohabiting children,1501,1418,94.47,2021
13713,416,Couples without cohabiting children,2681,2478,92.43,2021
13778,429,Couples without cohabiting children,1658,1544,93.12,2021
13998,473,Couples without cohabiting children,1417,1330,93.86,2021
14463,566,Couples without cohabiting children,2607,2387,91.56,2021
14638,18,Couples without cohabiting children,2552,2328,91.22,2022
14698,30,Couples without cohabiting children,3754,3429,91.34,2022
14703,31,Couples without cohabiting children,2736,2514,91.89,2022
14893,69,Couples without cohabiting children,2499,2199,88.0,2022
14898,70,Couples without cohabiting children,6826,4257,62.36,2022
14923,75,Couples without cohabiting children,1777,1269,71.41,2022
15183,127,Couples without cohabiting children,1204,1077,89.45,2022
15858,262,Couples without cohabiting children,725,679,93.66,2022
16113,313,Couples without cohabiting children,460,435,94.57,2022
16923,476,Couples without cohabiting children,1365,1262,92.45,2022
17463,1,Couples without cohabiting children,2140,1992,93.08,2023
17518,12,Couples without cohabiting children,1332,1176,88.29,2023
17613,31,Couples without cohabiting children,2781,2546,91.55,2023
17618,32,Couples without cohabiting children,2810,2565,91.28,2023
17968,102,Couples without cohabiting children,1400,1271,90.79,2023
18328,174,Couples without cohabiting children,971,892,91.86,2023
18583,225,Couples without cohabiting children,600,544,90.67,2023
18893,287,Couples without cohabiting children,1651,1441,87.28,2023
18988,306,Couples without cohabiting children,1195,1086,90.88,2023
19283,365,Couples without cohabiting children,2082,1953,93.8,2023
20008,510,Couples without cohabiting children,936,877,93.7,2023
20218,552,Couples without cohabiting children,832,764,91.83,2023
20263,561,Couples without cohabiting children,9438,7324,77.6,2023
193,39,Couples without cohabiting children,1427,1310,91.8,2017
198,40,Couples without cohabiting children,1068,987,92.42,2017
353,71,Couples without cohabiting children,10886,6142,56.42,2017
373,75,Couples without cohabiting children,1856,1409,75.92,2017
593,119,Couples without cohabiting children,1663,1452,87.31,2017
898,180,Couples without cohabiting children,1618,1512,93.45,2017
1128,226,Couples without cohabiting children,1473,1363,92.53,2017
1428,286,Couples without cohabiting children,433,404,93.3,2017
1443,289,Couples without cohabiting children,319,293,91.85,2017
1723,345,Couples without cohabiting children,2655,2419,91.11,2017
2028,406,Couples without cohabiting children,4727,4260,90.12,2017
2083,418,Couples without cohabiting children,1472,1358,92.26,2017
2153,432,Couples without cohabiting children,1405,1309,93.17,2017
2163,434,Couples without cohabiting children,1127,1035,91.84,2017
2173,436,Couples without cohabiting children,1185,1098,92.66,2017
2408,483,Couples without cohabiting children,2225,1996,89.71,2017
2433,488,Couples without cohabiting children,1569,1398,89.1,2017
2498,501,Couples without cohabiting children,347,322,92.8,2017
2778,557,Couples without cohabiting children,1472,1369,93.0,2017
2808,563,Couples without cohabiting children,1039,949,91.34,2017
